300,young adult,4800000,4.5,yes
500,fantasy,4600000,4.5,yes
200,young adult,3900000,3.5,yes
500,young adult,3200000,4.5,yes
1000,romance,2700000,4,yes
200,young adult,2300000,4.5,yes
1000,fantasy,2100000,4.5,yes
400,young adult,2000000,4,yes
300,mystery,2000000,4,yes
3000,romance,2000000,4,yes
300,drama,1800000,4.5,yes
200,young adult,1900000,4,yes
1000,sci-fi,2000000,4,yes
900,fantasy,1900000,4,yes
700,young adult,2000000,4,yes
300,mystery,1800000,4,yes
200,young adult,1800000,4.5,yes
400,fantasy,1800000,4.5,yes
600,fantasy,1800000,4.5,yes
200,young adult,1700000,4,yes
300,fantasy,1700000,4.5,yes
200,mystery,1600000,4,yes
400,fantasy,1800000,4.5,yes
300,fantasy,1800000,4.5,yes
300,fantasy,1700000,4.5,yes
400,thriller,1400000,4,yes
300,fantasy,1700000,4.5,yes
500,young adult,1600000,3.5,yes
2000,romance,1600000,3.5,yes
200,mystery,500000,4,yes
200,drama,1500000,4.5,yes
400,young adult,1500000,4,yes
200,romance,1300000,4,yes
200,romance,1300000,3.5,yes
500,fantasy,1300000,4,yes
200,young adult,1300000,4,yes
500,fantasy,1500000,4,no
200,romance,700000,4,yes
100,fantasy,1300000,4.5,yes
200,romance,1200000,3.5,yes
200,fantasy,1400000,4,yes
2000,young adult,1300000,4,no
3000,mystery,1200000,4,yes
200,romance,1100000,4,yes
300,fantasy,1000000,4,yes
100,romance,1100000,4,no
300,young adult,1200000,4.5,yes
500,sci-fi,600000,4,no
200,young adult,1100000,3.5,yes
50,young adult,1000000,4.5,no
200,young adult,1200000,4,yes
200,young adult,1100000,3.5,yes
200,fantasy,1100000,4,yes
300,sci-fi,900000,4,yes
500,sci-fi,1000000,4,yes
200,fantasy,1100000,3.5,yes
100,young adult,900000,4,yes
2000,young adult,1000000,4,yes
200,young adult,1100000,4,yes
200,young adult,900000,4,no
10,mystery,1000000,4,yes
300,fantasy,1000000,4,yes
2000,romance,900000,4,yes
100,drama,900000,4,yes
200,sci-fi,800000,4,yes
400,romance,900000,4.5,yes
200,drama,800000,4.5,no
100,young adult,900000,4,yes
200,young adult,800000,4,yes
200,sci-fi,800000,4.5,yes
3000,horror,800000,4,yes
300,fantasy,800000,4,no
200,sci-fi,700000,4,yes
200,young adult,800000,4,no
200,romance,700000,4,yes
2000,drama,700000,4,yes
100,young adult,700000,4,yes
100,romance,700000,3.5,yes
2000,fantasy,700000,3.5,yes
2000,fantasy,700000,4.5,yes
90,drama,600000,4,yes
100,young adult,600000,4,yes
500,romance,600000,4,yes
200,sci-fi,400000,4,yes
80,young adult,700000,4.5,no
200,mystery,600000,4,no
100,young adult,700000,4.5,no
200,young adult,500000,4,no
100,sci-fi,600000,4.5,yes
200,young adult,700000,4,yes
100,young adult,700000,4,no
100,#N/A,500000,4,no
1000,young adult,600000,4,yes
600,romance,500000,4,yes
2000,horror,600000,4,yes
100,romance,400000,4,yes
2000,horror,600000,4,yes
200,mystery,600000,4,yes
100,romance,600000,4,yes
40,drama,500000,4,no
60,comedy,500000,4,no
100,fantasy,600000,4,yes
1000,romance,600000,4,yes
200,sci-fi,500000,4,yes
200,young adult,500000,3.5,yes
50,comedy,500000,4,no
100,drama,500000,4,yes
100,comedy,500000,3.5,yes
1000,romance,500000,4,yes
200,fantasy,500000,4.5,yes
100,drama,500000,3.5,no
200,romance,600000,4.5,yes
300,comedy,600000,4,no
200,drama,600000,4,no
100,drama,500000,4,no
2000,young adult,600000,4,yes
200,fantasy,600000,4,no
100,drama,500000,4,yes
200,sci-fi,600000,4,yes
90,young adult,500000,4,yes
400,drama,500000,4,yes
80,sci-fi,500000,3.5,no
10,thriller,500000,4,yes
200,drama,500000,4,yes
2000,drama,500000,4,yes
200,sci-fi,500000,4,no
100,#N/A,500000,4,no
200,#N/A,600000,4,yes
300,drama,500000,4,yes
700,drama,500000,3.5,yes
400,drama,300000,4,yes
100,young adult,400000,4,no
1000,young adult,500000,4,yes
100,fantasy,600000,4.5,yes
200,fantasy,500000,4.5,yes
80,drama,500000,4,yes
200,romance,500000,4,yes
2000,romance,500000,3.5,no
200,fantasy,600000,4,no
200,mystery,400000,4,yes
100,sci-fi,400000,4.5,yes
300,fantasy,500000,4.5,no
100,drama,500000,4.5,no
20,#N/A,500000,4.5,no
200,thriller,500000,3.5,no
100,mystery,400000,4,no
200,young adult,500000,4,yes
200,romance,500000,4,yes
100,young adult,500000,4,yes
80,drama,400000,4,no
100,fantasy,500000,4,no
100,romance,400000,4,no
100,fantasy,500000,4,no
2000,fantasy,500000,4,yes
500,fantasy,500000,4.5,yes
70,romance,400000,4,yes
70,fantasy,500000,4.5,no
300,young adult,500000,4,yes
90,fantasy,500000,4.5,yes
2000,romance,500000,4,yes
500,fantasy,500000,4.5,yes
700,crime,400000,4,yes
70,fantasy,300000,4.5,no
100,young adult,500000,4,no
200,fantasy,400000,4,yes
80,young adult,500000,3.5,no
200,fantasy,400000,4,no
200,horror,400000,4.5,yes
100,romance,400000,4,no
200,thriller,400000,3.5,no
2000,romance,500000,4,yes
1000,romance,300000,4,yes
300,sci-fi,400000,4,yes
100,fantasy,400000,3.5,no
90,fantasy,400000,4.5,no
10,horror,300000,4,yes
2000,crime,400000,4,no
200,drama,400000,4,no
200,drama,400000,4,no
1000,#N/A,400000,4,no
200,crime,400000,4,yes
100,young adult,400000,4,yes
100,fantasy,500000,4.5,no
200,young adult,400000,4.5,yes
100,fantasy,400000,4,no
100,romance,400000,4,yes
100,young adult,400000,4,no
100,fantasy,400000,4.5,yes
400,fantasy,400000,4.5,yes
100,#N/A,400000,4,yes
90,fantasy,400000,4.5,yes
100,fantasy,400000,4.5,yes
100,#N/A,400000,4,no
2000,drama,400000,3.5,yes
100,romance,400000,4,yes
200,thriller,400000,4,yes
100,fantasy,400000,4,no
200,drama,400000,4,yes
100,comedy,400000,4,yes
500,mystery,400000,4,yes
200,mystery,400000,3.5,yes
90,young adult,400000,4,no
90,romance,400000,4,no
2000,fantasy,400000,4,yes
200,fantasy,400000,4,yes
90,young adult,500000,4,yes
100,mystery,400000,4,yes
70,#N/A,400000,4,no
200,horror,400000,4,yes
100,horror,200000,4,yes
100,#N/A,300000,4,no
200,romance,300000,4,yes
1000,fantasy,400000,4,no
90,fantasy,400000,4.5,no
100,sci-fi,300000,4.5,no
90,drama,300000,4,no
70,crime,300000,4,yes
100,romance,200000,4,no
300,sci-fi,400000,4,yes
20,young adult,300000,4,no
70,young adult,300000,4,no
100,thriller,300000,4,yes
200,fantasy,400000,4,no
100,young adult,400000,3.5,yes
80,drama,300000,4.5,yes
100,mystery,300000,4,no
100,mystery,300000,4,no
80,romance,300000,3.5,yes
800,fantasy,300000,4,yes
1000,romance,400000,4,yes
100,drama,300000,4,yes
200,fantasy,300000,4,yes
300,drama,300000,4,yes
90,young adult,400000,4,yes
100,mystery,200000,4,no
100,thriller,300000,4,no
200,horror,400000,4,yes
80,comedy,300000,3.5,yes
100,horror,300000,4,yes
200,mystery,300000,4,yes
80,young adult,300000,4,no
100,mystery,300000,4,yes
200,horror,300000,4,yes
100,mystery,200000,4,no
100,young adult,300000,4,yes
100,young adult,400000,4,no
300,#N/A,300000,4,no
1000,drama,300000,4,yes
100,young adult,300000,4,yes
100,young adult,200000,4.5,no
100,fantasy,300000,4,yes
90,young adult,400000,4,no
50,mystery,300000,4,no
100,young adult,400000,4,no
100,sci-fi,300000,3.5,yes
70,#N/A,300000,3.5,no
0,fantasy,300000,4,yes
300,mystery,300000,4,no
100,young adult,300000,4,no
400,#N/A,300000,4,no
60,romance,300000,3.5,yes
100,mystery,300000,4,no
60,fantasy,300000,4,no
300,romance,300000,4,yes
100,young adult,300000,4,yes
100,mystery,300000,4,yes
90,romance,300000,4.5,no
200,sci-fi,300000,4,yes
20,romance,300000,4,yes
300,mystery,200000,4,yes
200,sci-fi,300000,4,yes
200,romance,300000,4,yes
100,drama,300000,4,yes
300,crime,300000,4.5,yes
100,young adult,300000,3.5,no
200,sci-fi,300000,4,no
100,fantasy,300000,4,no
30,young adult,300000,4.5,no
100,fantasy,300000,4,no
100,romance,300000,4,no
100,mystery,300000,4,no
200,fantasy,300000,4,yes
100,fantasy,300000,4.5,no
300,#N/A,200000,3.5,yes
100,romance,300000,4,no
100,romance,300000,4,yes
200,romance,200000,4,yes
100,thriller,300000,4,yes
200,fantasy,300000,4,yes
20,comedy,300000,4,no
70,drama,300000,4.5,no
300,young adult,300000,4,yes
3000,young adult,300000,4,yes
70,fantasy,300000,4.5,no
100,sci-fi,300000,4.5,no
200,fantasy,300000,4.5,no
200,sci-fi,200000,4,no
1000,sci-fi,300000,4,no
70,young adult,200000,4,no
200,young adult,300000,4,yes
1000,horror,300000,3.5,yes
100,romance,300000,4,yes
100,#N/A,200000,3.5,yes
50,drama,200000,4,no
200,horror,300000,4,yes
60,drama,300000,4,no
100,fantasy,200000,4.5,no
90,romance,300000,4,no
100,fantasy,300000,4,no
70,romance,200000,3.5,yes
200,romance,300000,4,yes
